0,1,2,3,4,5,6,7,8,9,10
napkins,spices,,,,,,,,,
onions,pork,rolls/buns,vinegar,,,,,,,
sausage,chocolate,newspapers,,,,,,,,
nuts/prunes,canned beer,other vegetables,shopping bags,,,,,,,
coffee,baking powder,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
canned vegetables,root vegetables,cake bar,,,,,,,,
bottled water,root vegetables,,,,,,,,,
root vegetables,meat,,,,,,,,,
shopping bags,other vegetables,canned vegetables,,,,,,,,
citrus fruit,bottled beer,butter milk,,,,,,,,
curd,soda,,,,,,,,,
sausage,newspapers,,,,,,,,,
bottled water,butter milk,,,,,,,,,
rolls/buns,tidbits,margarine,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
salty snack,bottled beer,,,,,,,,,
canned beer,rolls/buns,baking powder,,,,,,,,
photo/film,cat food,,,,,,,,,
brown bread,butter milk,canned vegetables,soda,,,,,,,
tropical fruit,canned fish,,,,,,,,,
tropical fruit,butter,,,,,,,,,
red/blush wine,salty snack,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
ham,bottled water,,,,,,,,,
hamburger meat,pip fruit,dish cleaner,,,,,,,,
zwieback,onions,female sanitary products,,,,,,,,
canned beer,yogurt,,,,,,,,,
hamburger meat,root vegetables,seasonal products,shopping bags,,,,,,,
coffee,berries,,,,,,,,,
other vegetables,white bread,soft cheese,,,,,,,,
rolls/buns,domestic eggs,ice cream,pot plants,,,,,,,
female sanitary products,curd,,,,,,,,,
canned beer,white bread,,,,,,,,,
margarine,herbs,,,,,,,,,
yogurt,whole milk,,,,,,,,,
pork,whole milk,,,,,,,,,
spread cheese,yogurt,soda,shopping bags,,,,,,,
misc. beverages,bottled water,,,,,,,,,
root vegetables,rolls/buns,fruit/vegetable juice,,,,,,,,
dog food,white bread,,,,,,,,,
cling film/bags,UHT-milk,pastry,,,,,,,,
oil,other vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
soda,ham,,,,,,,,,
pastry,yogurt,,,,,,,,,
frankfurter,whipped/sour cream,bottled water,,,,,,,,
root vegetables,white bread,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
pastry,meat spreads,,,,,,,,,
rolls/buns,whole milk,shopping bags,,,,,,,,
other vegetables,yogurt,,,,,,,,,
frozen meals,rolls/buns,canned beer,coffee,soda,,,,,,
butter,potato products,,,,,,,,,
citrus fruit,hygiene articles,,,,,,,,,
other vegetables,bottled water,mustard,whole milk,root vegetables,pet care,,,,,
UHT-milk,salty snack,,,,,,,,,
other vegetables,domestic eggs,bottled beer,,,,,,,,
other vegetables,frankfurter,napkins,pastry,,,,,,,
ham,chicken,condensed milk,other vegetables,whipped/sour cream,,,,,,
pastry,liquor (appetizer),sliced cheese,,,,,,,,
whole milk,candy,domestic eggs,white wine,,,,,,,
bottled beer,canned fish,fruit/vegetable juice,,,,,,,,
whole milk,hard cheese,,,,,,,,,
UHT-milk,bottled beer,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
bottled water,ham,brown bread,yogurt,,,,,,,
rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
berries,candy,,,,,,,,,
shopping bags,cream cheese ,cream cheese ,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
white bread,processed cheese,,,,,,,,,
beef,whole milk,frozen vegetables,soda,,,,,,,
rolls/buns,other vegetables,whipped/sour cream,,,,,,,,
root vegetables,sliced cheese,newspapers,shopping bags,,,,,,,
ice cream,pip fruit,root vegetables,rolls/buns,long life bakery product,,,,,,
other vegetables,berries,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
pip fruit,other vegetables,bottled water,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tea,light bulbs,,,,,,,,,
yogurt,yogurt,,,,,,,,,
beef,frankfurter,chewing gum,margarine,chewing gum,detergent,,,,,
frozen meals,soda,,,,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
chocolate marshmallow,yogurt,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
fish,candy,rolls/buns,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
frankfurter,root vegetables,pastry,napkins,long life bakery product,,,,,,
sausage,butter,,,,,,,,,
beverages,pickled vegetables,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
tropical fruit,tropical fruit,dessert,sweet spreads,,,,,,,
whole milk,other vegetables,,,,,,,,,
frozen meals,jam,,,,,,,,,
dessert,shopping bags,,,,,,,,,
root vegetables,butter,,,,,,,,,
root vegetables,soda,,,,,,,,,
root vegetables,yogurt,butter,yogurt,,,,,,,
pork,tea,,,,,,,,,
root vegetables,flour,,,,,,,,,
liquor,vinegar,shopping bags,long life bakery product,,,,,,,
spread cheese,chocolate marshmallow,,,,,,,,,
salty snack,red/blush wine,,,,,,,,,
whole milk,soda,,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
specialty chocolate,canned fish,,,,,,,,,
white wine,chocolate marshmallow,,,,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
onions,brown bread,canned vegetables,canned beer,,,,,,,
pip fruit,pastry,,,,,,,,,
pip fruit,frozen potato products,,,,,,,,,
soda,cake bar,,,,,,,,,
sausage,domestic eggs,sugar,,,,,,,,
beef,hamburger meat,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
other vegetables,curd,,,,,,,,,
beef,butter milk,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
pastry,other vegetables,,,,,,,,,
bottled water,berries,oil,,,,,,,,
sausage,pork,,,,,,,,,
brandy,whole milk,whole milk,bottled water,,,,,,,
butter,processed cheese,whole milk,curd,,,,,,,
other vegetables,sweet spreads,yogurt,,,,,,,,
oil,hard cheese,,,,,,,,,
root vegetables,soda,,,,,,,,,
soda,whole milk,soda,specialty bar,bottled water,,,,,,
coffee,sausage,salt,white wine,,,,,,,
curd,whole milk,,,,,,,,,
specialty bar,specialty chocolate,,,,,,,,,
whole milk,spices,photo/film,,,,,,,,
ice cream,long life bakery product,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
frankfurter,whole milk,red/blush wine,rolls/buns,,,,,,,
pasta,yogurt,cat food,,,,,,,,
whole milk,root vegetables,soda,,,,,,,,
rolls/buns,beef,,,,,,,,,
detergent,tropical fruit,soda,margarine,,,,,,,
tropical fruit,whole milk,whole milk,potato products,,,,,,,
chicken,frozen dessert,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
sausage,dessert,,,,,,,,,
curd,frankfurter,white bread,pip fruit,waffles,,,,,,
yogurt,frozen dessert,,,,,,,,,
whole milk,soda,,,,,,,,,
rolls/buns,soda,,,,,,,,,
hard cheese,meat,beverages,curd,fruit/vegetable juice,,,,,,
frozen fish,pastry,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
sausage,shopping bags,shopping bags,,,,,,,,
tropical fruit,grapes,,,,,,,,,
pastry,detergent,,,,,,,,,
tropical fruit,soda,,,,,,,,,
butter milk,canned beer,,,,,,,,,
white bread,white bread,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pork,root vegetables,,,,,,,,,
frankfurter,butter,mustard,,,,,,,,
pip fruit,processed cheese,canned beer,,,,,,,,
shopping bags,other vegetables,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
tropical fruit,soda,,,,,,,,,
frankfurter,grapes,salt,napkins,soda,,,,,,
roll products ,sausage,prosecco,chocolate,,,,,,,
tropical fruit,zwieback,,,,,,,,,
spread cheese,shopping bags,,,,,,,,,
salt,margarine,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
pork,rolls/buns,roll products ,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
UHT-milk,curd,flower (seeds),,,,,,,,
whipped/sour cream,soft cheese,,,,,,,,,
misc. beverages,cling film/bags,,,,,,,,,
coffee,whole milk,,,,,,,,,
misc. beverages,chocolate,,,,,,,,,
whipped/sour cream,Instant food products,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
tropical fruit,spread cheese,,,,,,,,,
berries,cream cheese ,other vegetables,,,,,,,,
yogurt,ice cream,,,,,,,,,
meat,cream cheese ,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
root vegetables,rolls/buns,UHT-milk,packaged fruit/vegetables,,,,,,,
UHT-milk,whole milk,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
rice,dish cleaner,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
soda,packaged fruit/vegetables,butter milk,,,,,,,,
citrus fruit,Instant food products,,,,,,,,,
pip fruit,ice cream,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
brandy,dessert,,,,,,,,,
chicken,yogurt,,,,,,,,,
bottled beer,yogurt,other vegetables,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
chicken,cake bar,,,,,,,,,
frozen potato products,domestic eggs,shopping bags,butter milk,,,,,,,
instant coffee,newspapers,,,,,,,,,
other vegetables,other vegetables,other vegetables,hamburger meat,soda,soft cheese,waffles,,,,
whole milk,soda,,,,,,,,,
whole milk,tropical fruit,soda,newspapers,,,,,,,
canned beer,napkins,,,,,,,,,
whole milk,processed cheese,,,,,,,,,
cling film/bags,fruit/vegetable juice,,,,,,,,,
tropical fruit,canned beer,detergent,bottled water,,,,,,,
canned beer,beverages,,,,,,,,,
candy,whole milk,,,,,,,,,
tropical fruit,frozen meals,yogurt,other vegetables,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
cereals,whole milk,bottled water,,,,,,,,
other vegetables,soda,,,,,,,,,
pork,white bread,domestic eggs,,,,,,,,
beverages,soda,,,,,,,,,
salty snack,butter,,,,,,,,,
frozen potato products,specialty cheese,,,,,,,,,
bottled water,whipped/sour cream,berries,whole milk,,,,,,,
curd,butter,,,,,,,,,
whole milk,chocolate,,,,,,,,,
butter,whole milk,,,,,,,,,
frankfurter,pot plants,brown bread,,,,,,,,
pork,cream cheese ,,,,,,,,,
liver loaf,domestic eggs,,,,,,,,,
salty snack,whole milk,,,,,,,,,
pot plants,coffee,rolls/buns,hard cheese,,,,,,,
root vegetables,grapes,,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
chocolate,frozen fish,,,,,,,,,
chocolate,curd,salty snack,,,,,,,,
other vegetables,liquor,whole milk,butter milk,,,,,,,
pastry,whole milk,sausage,soda,soda,sliced cheese,domestic eggs,,,,
whole milk,root vegetables,canned vegetables,,,,,,,,
bottled beer,pip fruit,,,,,,,,,
butter,whole milk,root vegetables,butter,,,,,,,
meat,chocolate,,,,,,,,,
rolls/buns,oil,chocolate,,,,,,,,
chicken,curd,,,,,,,,,
rolls/buns,whole milk,white bread,popcorn,,,,,,,
soda,shopping bags,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,,
citrus fruit,margarine,,,,,,,,,
other vegetables,frozen meals,rolls/buns,canned beer,white bread,,,,,,
pork,processed cheese,,,,,,,,,
cream cheese ,rice,,,,,,,,,
soda,pip fruit,,,,,,,,,
tropical fruit,sausage,beef,yogurt,long life bakery product,yogurt,cream cheese ,processed cheese,,,
whole milk,soda,,,,,,,,,
citrus fruit,bottled beer,cat food,,,,,,,,
frankfurter,white bread,,,,,,,,,
pet care,bottled water,soda,,,,,,,,
ham,bottled beer,,,,,,,,,
frankfurter,salty snack,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
sausage,curd,yogurt,,,,,,,,
frankfurter,margarine,,,,,,,,,
ham,root vegetables,rolls/buns,processed cheese,whole milk,pastry,soups,,,,
pastry,napkins,pastry,,,,,,,,
other vegetables,photo/film,newspapers,,,,,,,,
chicken,cream cheese ,,,,,,,,,
root vegetables,dessert,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
cream cheese ,pudding powder,,,,,,,,,
ice cream,bottled beer,brown bread,,,,,,,,
root vegetables,yogurt,,,,,,,,,
soda,yogurt,bottled water,pot plants,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
curd,brown bread,,,,,,,,,
seasonal products,whole milk,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
dessert,yogurt,,,,,,,,,
hamburger meat,ice cream,,,,,,,,,
meat,grapes,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
root vegetables,yogurt,bottled water,,,,,,,,
canned beer,bottled beer,,,,,,,,,
finished products,rolls/buns,oil,frozen vegetables,,,,,,,
packaged fruit/vegetables,frozen vegetables,,,,,,,,,
margarine,domestic eggs,,,,,,,,,
butter milk,candles,pot plants,,,,,,,,
other vegetables,whole milk,,,,,,,,,
tropical fruit,cake bar,soda,cat food,,,,,,,
tropical fruit,whipped/sour cream,whipped/sour cream,,,,,,,,
beef,root vegetables,,,,,,,,,
specialty cheese,yogurt,,,,,,,,,
beef,chocolate marshmallow,margarine,,,,,,,,
bottled water,dental care,,,,,,,,,
whole milk,newspapers,soda,whipped/sour cream,,,,,,,
yogurt,beverages,brown bread,,,,,,,,
zwieback,soda,curd,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
other vegetables,rolls/buns,rolls/buns,whole milk,newspapers,,,,,,
shopping bags,tropical fruit,,,,,,,,,
beef,pet care,,,,,,,,,
frankfurter,citrus fruit,specialty chocolate,,,,,,,,
long life bakery product,other vegetables,,,,,,,,,
coffee,coffee,,,,,,,,,
tropical fruit,napkins,frozen vegetables,pastry,,,,,,,
rolls/buns,frankfurter,oil,pip fruit,mayonnaise,,,,,,
other vegetables,margarine,shopping bags,processed cheese,,,,,,,
sausage,root vegetables,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
liquor,other vegetables,whole milk,other vegetables,,,,,,,
specialty bar,chewing gum,,,,,,,,,
ice cream,rolls/buns,butter milk,,,,,,,,
chicken,rolls/buns,,,,,,,,,
whole milk,pastry,,,,,,,,,
meat,UHT-milk,,,,,,,,,
curd,whole milk,bottled water,,,,,,,,
sausage,soda,curd,house keeping products,,,,,,,
pip fruit,roll products ,beverages,whole milk,canned fish,sugar,,,,,
soda,whole milk,shopping bags,,,,,,,,
sausage,frankfurter,citrus fruit,bottled beer,soda,butter,oil,,,,
whole milk,root vegetables,,,,,,,,,
soda,tropical fruit,,,,,,,,,
soda,bottled beer,baking powder,,,,,,,,
long life bakery product,rum,,,,,,,,,
long life bakery product,soap,,,,,,,,,
processed cheese,root vegetables,,,,,,,,,
whole milk,yogurt,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
salty snack,butter milk,,,,,,,,,
white wine,processed cheese,,,,,,,,,
pip fruit,whole milk,margarine,,,,,,,,
rolls/buns,soda,red/blush wine,,,,,,,,
rolls/buns,cream cheese ,yogurt,,,,,,,,
shopping bags,napkins,,,,,,,,,
condensed milk,rolls/buns,organic products,,,,,,,,
soft cheese,yogurt,hard cheese,coffee,roll products ,,,,,,
sausage,pastry,fruit/vegetable juice,dessert,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
newspapers,newspapers,,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
misc. beverages,pet care,,,,,,,,,
other vegetables,dessert,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
roll products ,rice,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
dishes,dessert,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
other vegetables,dog food,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
bottled water,processed cheese,,,,,,,,,
chewing gum,other vegetables,pip fruit,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
beef,yogurt,,,,,,,,,
rolls/buns,sugar,fruit/vegetable juice,,,,,,,,
finished products,yogurt,bottled beer,bottled water,,,,,,,
onions,soda,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
whipped/sour cream,whipped/sour cream,,,,,,,,,
newspapers,yogurt,napkins,,,,,,,,
newspapers,whole milk,chewing gum,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
napkins,butter,,,,,,,,,
chocolate marshmallow,whole milk,sugar,,,,,,,,
hamburger meat,soft cheese,yogurt,margarine,,,,,,,
dessert,pastry,hard cheese,candles,,,,,,,
grapes,rolls/buns,,,,,,,,,
pork,cereals,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
butter,skin care,rolls/buns,,,,,,,,
curd,soda,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
berries,bottled beer,,,,,,,,,
bottled water,yogurt,whipped/sour cream,,,,,,,,
canned beer,curd,,,,,,,,,
beef,herbs,oil,,,,,,,,
hamburger meat,pastry,brown bread,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
bottled water,shopping bags,brown bread,,,,,,,,
beef,whole milk,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
chocolate marshmallow,ready soups,,,,,,,,,
pork,hamburger meat,soda,other vegetables,popcorn,brown bread,bottled water,,,,
dessert,dental care,,,,,,,,,
butter,cake bar,ice cream,fruit/vegetable juice,,,,,,,
hamburger meat,margarine,,,,,,,,,
ham,waffles,,,,,,,,,
artif. sweetener,whole milk,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
yogurt,newspapers,,,,,,,,,
frozen meals,pastry,,,,,,,,,
whole milk,pastry,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
finished products,other vegetables,misc. beverages,coffee,rolls/buns,,,,,,
whole milk,tropical fruit,other vegetables,yogurt,domestic eggs,,,,,,
brown bread,bottled water,domestic eggs,,,,,,,,
soda,soda,,,,,,,,,
sausage,whole milk,,,,,,,,,
soda,dish cleaner,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
cake bar,long life bakery product,shopping bags,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
whole milk,frankfurter,whole milk,curd,canned vegetables,,,,,,
margarine,bottled beer,,,,,,,,,
whole milk,whole milk,cat food,canned beer,,,,,,,
nuts/prunes,margarine,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
frozen vegetables,liquor (appetizer),,,,,,,,,
mustard,rolls/buns,white bread,newspapers,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
pickled vegetables,bottled water,,,,,,,,,
whole milk,yogurt,sliced cheese,,,,,,,,
herbs,sugar,,,,,,,,,
cat food,sparkling wine,,,,,,,,,
newspapers,roll products ,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
other vegetables,domestic eggs,napkins,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
pork,margarine,sugar,,,,,,,,
canned beer,cake bar,newspapers,pastry,baking powder,yogurt,,,,,
whole milk,cake bar,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
meat,coffee,,,,,,,,,
herbs,chewing gum,,,,,,,,,
pork,rum,,,,,,,,,
berries,yogurt,,,,,,,,,
liquor,rolls/buns,frozen meals,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
domestic eggs,roll products ,oil,,,,,,,,
beef,tropical fruit,,,,,,,,,
beef,pork,margarine,fruit/vegetable juice,margarine,,,,,,
specialty chocolate,brown bread,,,,,,,,,
canned fish,cocoa drinks,,,,,,,,,
coffee,detergent,rolls/buns,pasta,,,,,,,
soda,sausage,butter milk,vinegar,,,,,,,
root vegetables,whole milk,,,,,,,,,
hamburger meat,curd,,,,,,,,,
frankfurter,ice cream,,,,,,,,,
bottled beer,tropical fruit,sliced cheese,dishes,,,,,,,
dessert,tropical fruit,,,,,,,,,
bottled beer,specialty chocolate,,,,,,,,,
hamburger meat,ice cream,,,,,,,,,
curd cheese,newspapers,UHT-milk,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
butter,rolls/buns,,,,,,,,,
salty snack,pickled vegetables,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
rolls/buns,yogurt,shopping bags,,,,,,,,
red/blush wine,whole milk,margarine,,,,,,,,
tropical fruit,dish cleaner,bottled water,,,,,,,,
whole milk,dish cleaner,,,,,,,,,
sliced cheese,newspapers,,,,,,,,,
newspapers,canned beer,,,,,,,,,
pork,sweet spreads,,,,,,,,,
photo/film,soda,,,,,,,,,
other vegetables,waffles,,,,,,,,,
canned beer,root vegetables,hard cheese,specialty cheese,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
tidbits,cream cheese ,,,,,,,,,
ice cream,whole milk,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
whole milk,cat food,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
yogurt,sugar,,,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
white wine,ham,whole milk,coffee,bottled water,,,,,,
salty snack,rolls/buns,,,,,,,,,
bottled water,pastry,specialty bar,herbs,,,,,,,
soft cheese,flower (seeds),,,,,,,,,
bottled water,flour,,,,,,,,,
meat,cling film/bags,whipped/sour cream,,,,,,,,
berries,soap,,,,,,,,,
citrus fruit,cream cheese ,bottled beer,citrus fruit,,,,,,,
sugar,canned vegetables,flour,bottled water,salty snack,,,,,,
UHT-milk,coffee,yogurt,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
pork,grapes,,,,,,,,,
soda,salt,sauces,curd,sugar,margarine,,,,,
whipped/sour cream,detergent,,,,,,,,,
house keeping products,newspapers,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
butter,white bread,,,,,,,,,
sausage,dessert,,,,,,,,,
frankfurter,hair spray,,,,,,,,,
soda,other vegetables,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
processed cheese,frozen potato products,Instant food products,,,,,,,,
long life bakery product,citrus fruit,rolls/buns,,,,,,,,
tropical fruit,other vegetables,butter,rolls/buns,coffee,pastry,,,,,
bottled water,margarine,,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,soda,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
berries,pastry,shopping bags,,,,,,,,
berries,domestic eggs,,,,,,,,,
beef,newspapers,misc. beverages,,,,,,,,
beef,ice cream,dish cleaner,,,,,,,,
berries,other vegetables,,,,,,,,,
whole milk,citrus fruit,butter,dental care,,,,,,,
